brand,model,name,year,unique__id,price,number_images,body_type,km,vehicle_engine,preprocessed_brand,preprocessed_model,preprocessed_body_type,preprocessed_price,preprocessed_km,preprocessed_vehicle_engine,text_content
Triumph,Speed Triple 1050,2012 Triumph Speed Triple 1050,2012,43d49e9bc268bf98736eef7e524e4eb44b0851b3402aae7ff248b1107a6d092e,8000,11,Naked,33000.0,1050,triumph,speed tripl 1050,nake,8000,33000.0,1050,triumph triumph nake 8000 33000.0 1050
Triumph,Speed Triple 1050,2008 Triumph Speed Triple 1050,2008,6c91ccd40cfd143f51cf1413c216f2057332467fbb2d113e3f21bf7a1c27c0b9,8500,5,Naked,24400.0,1050,triumph,speed tripl 1050,nake,8500,24400.0,1050,triumph triumph nake 8500 24400.0 1050
Triumph,Speed Triple 1050,2007 Triumph Speed Triple 1050 MY08,2007,8e944cc59252603d25d5336ddb7e1fffe71f6f908c8ec47c93d14343e7c354fa,7500,5,Naked,22240.0,1050,triumph,speed tripl 1050,nake,7500,22240.0,1050,triumph triumph nake 7500 22240.0 1050
Triumph,Tiger 1050 SE ABS,2013 Triumph Tiger 1050 SE ABS,2013,e305dc3754b4389cf0c3995e81e510c447383eeb9ce5d703dd6d44de20d63eaf,9200,11,Adventure Touring,28200.0,1050,triumph,tiger 1050 se ab,adventur tour,9200,28200.0,1050,triumph triumph adventur tour 9200 28200.0 1050
Triumph,Tiger 1050 SE ABS,2012 Triumph Tiger 1050 SE ABS,2012,2f5d8ff17c04a5ed5a90d55422a3677d96ea6094f9da309dd1f2722397808bd5,6500,10,Adventure Touring,72040.0,1050,triumph,tiger 1050 se ab,adventur tour,6500,72040.0,1050,triumph triumph adventur tour 6500 72040.0 1050
Triumph,Tiger 1050 SE ABS,2012 Triumph Tiger 1050 SE ABS,2012,7f881ad9d472f6a383721d9984c3a71b9dde125f78a1c3fb3868af807cc5ed5c,7100,14,Adventure Touring,43600.0,1050,triumph,tiger 1050 se ab,adventur tour,7100,43600.0,1050,triumph triumph adventur tour 7100 43600.0 1050
Triumph,Speed Triple SE 94,2015 Triumph Speed Triple SE 94 MY16,2015,bf4d5e425c4d11eb162897d1f23a1dee7257caee9982a1899cce3a6685dd8993,14990,16,Naked,227.0,1050,triumph,speed tripl se 94,nake,14990,227.0,1050,triumph triumph nake 14990 227.0 1050
Triumph,Speed Triple SE 94,2016 Triumph Speed Triple SE 94,2016,07e837bdfcd106b627a7aba7922708fb09f918902f56a126f8235e7df00b12d4,13000,5,Naked,10500.0,1050,triumph,speed tripl se 94,nake,13000,10500.0,1050,triumph triumph nake 13000 10500.0 1050
Triumph,Speed Triple RS 1050,2018 Triumph Speed Triple RS 1050,2018,10e36b4692025be4d5dcb97b406d7a52909554f2bb0cdc0c3dc9a2e185c66c4c,22900,19,Naked,903.0,1050,triumph,speed tripl rs 1050,nake,22900,903.0,1050,triumph triumph nake 22900 903.0 1050
Triumph,Speed Triple RS 1050,2018 Triumph Speed Triple RS 1050,2018,3c986d27a226edc06d6fcc13ee3051998f7e159c41023087cbcaa20e7c7240af,22490,20,Naked,1266.0,1050,triumph,speed tripl rs 1050,nake,22490,1266.0,1050,triumph triumph nake 22490 1266.0 1050
Triumph,Speed Triple 1050 ABS,2013 Triumph Speed Triple 1050 ABS,2013,f6c47689782c4f65ee9d540045b0564b94c50844a9ba87a7a8cae30320f031c7,10750,7,Naked,19000.0,1050,triumph,speed tripl 1050 ab,nake,10750,19000.0,1050,triumph triumph nake 10750 19000.0 1050
Triumph,Speed Triple 1050 ABS,2012 Triumph Speed Triple 1050 ABS,2012,af43357d14c5b6d3f318aade0b9fc8466b8617808742d9ba858a4be79f71dfd3,10999,6,Naked,4500.0,1050,triumph,speed tripl 1050 ab,nake,10999,4500.0,1050,triumph triumph nake 10999 4500.0 1050
Triumph,Speed Triple 1050 ABS,2011 Triumph Speed Triple 1050 ABS,2011,45b59bc8a209769478ecd529220c5d72775b386f451acc982b616b8839dc9ba5,11000,5,Naked,7127.0,1050,triumph,speed tripl 1050 ab,nake,11000,7127.0,1050,triumph triumph nake 11000 7127.0 1050
Triumph,Speed Triple 1050 ABS,2012 Triumph Speed Triple 1050 ABS,2012,527c17d0e0814cadc8232f2629931cc0def8ab1a7c59f0364371e8e59d24ef9d,10500,15,Naked,10500.0,1050,triumph,speed tripl 1050 ab,nake,10500,10500.0,1050,triumph triumph nake 10500 10500.0 1050
Triumph,Speed Triple 1050 ABS,2011 Triumph Speed Triple 1050 ABS,2011,69a5eedc3e52ea41d505e54bd5221991161d2d7320c5b6b45b1a466a9fbade16,10000,10,Naked,23400.0,1050,triumph,speed tripl 1050 ab,nake,10000,23400.0,1050,triumph triumph nake 10000 23400.0 1050
Kawasaki,ZRX1100  (ZR1100),2000 Kawasaki ZRX1100  (ZR1100),2000,56ae6a9d542329daac7aaea4f1092257d51fba1fc1b6d2963a72c523d6a9bea5,4750,9,Naked,62250.0,1052,kawasaki,zrx1100 ( zr1100 ),nake,4750,62250.0,1052,kawasaki kawasaki nake 4750 62250.0 1052
Suzuki,GS1100G,1982 Suzuki GS1100G,1982,4b83ed6650cdbf88f31dfb36e87229054c2d24da95ee62f87d30eef8dfff5f05,4999,5,Naked,18669.0,1074,suzuki,gs1100g,nake,4999,18669.0,1074,suzuki suzuki nake 4999 18669.0 1074
Aprilia,Tuono V4 1100 RR,2018 Aprilia Tuono V4 1100 RR,2018,6b574c4eb7fffcc16e6b7c47d22d8854da4f58dcdb8ac605a4a66d80c822e280,24990,5,Naked,885.0,1077,aprilia,tuono v4 1100 rr,nake,24990,885.0,1077,aprilia aprilia nake 24990 885.0 1077
Aprilia,Tuono V4 1100 RR,2016 Aprilia Tuono V4 1100 RR,2016,ec9e82be81173574b04107ce8a7c16ab149c6f6e46527a112a646aa62ae296f5,16500,8,Naked,8800.0,1077,aprilia,tuono v4 1100 rr,nake,16500,8800.0,1077,aprilia aprilia nake 16500 8800.0 1077
Aprilia,Tuono V4 1100 Factory,2017 Aprilia Tuono V4 1100 Factory,2017,2130e93af208404bc5cfdfd45ddc2e68edf9f6c4e360107f99b7da42af222013,20500,8,Naked,1207.0,1077,aprilia,tuono v4 1100 factori,nake,20500,1207.0,1077,aprilia aprilia nake 20500 1207.0 1077
MV Agusta,Brutale 1090,2015 MV Agusta Brutale 1090,2015,6a7b2c0e646c7b93b82f1d0974dc7033d6aa39103185b4bbab604343c4b916fa,14999,9,Naked,16661.0,1078,mv agusta,brutal 1090,nake,14999,16661.0,1078,mv agusta mv agusta nake 14999 16661.0 1078
Ducati,Monster 1100,2009 Ducati Monster 1100,2009,7814980e943a9f0fe5352413ed7c000dc6efaa02664830205f5e2bbbde66390e,9000,15,Naked,31186.0,1078,ducati,monster 1100,nake,9000,31186.0,1078,ducati ducati nake 9000 31186.0 1078
Ducati,Monster 1100 S,2009 Ducati Monster 1100 S,2009,49037378aab38dbc4d850fcdf1b3544b13bad2cc9b3fec2d606f3b3649088d8b,11990,15,Naked,22000.0,1078,ducati,monster 1100,nake,11990,22000.0,1078,ducati ducati nake 11990 22000.0 1078
MV Agusta,Brutale 1078 RR,2009 MV Agusta Brutale 1078 RR,2009,dc8837a157eda2b19332d0a6d958995a5e8d33ff6d54b63cdecf0e8aad722e88,9500,6,Naked,30500.0,1078,mv agusta,brutal 1078 rr,nake,9500,30500.0,1078,mv agusta mv agusta nake 9500 30500.0 1078
MV Agusta,Brutale 1090 Corsa,2014 MV Agusta Brutale 1090 Corsa,2014,694155973d983072767bde51e91ee3e6ffc4562cf90a89e58ffb4d5ab80472cd,21000,14,Naked,2789.0,1078,mv agusta,brutal 1090 corsa,nake,21000,2789.0,1078,mv agusta mv agusta nake 21000 2789.0 1078
MV Agusta,Brutale 1090 Corsa,2014 MV Agusta Brutale 1090 Corsa,2014,484c6550d4b13db444992cf0120ea25b4cb62ad357f49e9820d5bbfb781d3a68,21000,5,Naked,10000.0,1078,mv agusta,brutal 1090 corsa,nake,21000,10000.0,1078,mv agusta mv agusta nake 21000 10000.0 1078
Ducati,Monster 1100 Evo ABS,2012 Ducati Monster 1100 Evo ABS,2012,01edea8acf952155d6fef31ee536884097fe9dd5a6403b6854fcd9099900b82f,10990,9,Naked,20368.0,1078,ducati,monster 1100 evo ab,nake,10990,20368.0,1078,ducati ducati nake 10990 20368.0 1078
Ducati,Monster 1100 Evo ABS,2013 Ducati Monster 1100 Evo ABS,2013,ef9d1af8574ccf883a7c75a14b1567880aa92e94474ee93cdf1c4460a640cc17,13500,18,Naked,3050.0,1078,ducati,monster 1100 evo ab,nake,13500,3050.0,1078,ducati ducati nake 13500 3050.0 1078
Ducati,Monster 1100 Evo ABS,2013 Ducati Monster 1100 Evo ABS,2013,67ce58ec70c67119aee7b2364ef3ec11e322300da59b579d63bcac047677b061,12500,6,Naked,7758.0,1078,ducati,monster 1100 evo ab,nake,12500,7758.0,1078,ducati ducati nake 12500 7758.0 1078
MV Agusta,F4 CC (Claudio Castiglioni),2007 MV Agusta F4 CC (Claudio Castiglioni),2007,17586449a89435b046faf0d5452c95449e2c8ffa7870fbe941d331e71af9e8a9,83000,10,Super Sport,100.0,1078,mv agusta,f4 cc ( claudio castiglioni ),super sport,83000,100.0,1078,mv agusta mv agusta super sport 83000 100.0 1078
Ducati,Scrambler 1100 SPECIAL,2018 Ducati Scrambler 1100 SPECIAL,2018,fbd91f227ece27669ad261db55f6535a0ed66642b4c2cf100cdf2e0678b88a38,19990,10,Naked,1887.0,1079,ducati,scrambler 1100 special,nake,19990,1887.0,1079,ducati ducati nake 19990 1887.0 1079
Ducati,1098,2008 Ducati 1098,2008,63523ceaa477d4764ee22d704dda07a52cfacc597b2f8f4fed268a66720e79cc,12700,7,Super Sport,27200.0,1099,ducati,1098,super sport,12700,27200.0,1099,ducati ducati super sport 12700 27200.0 1099
Ducati,1098,2007 Ducati 1098,2007,d3b810ba45290066f54a98e8f1daf0656629ea08f03a8677088d47fdae1787d7,10000,15,Super Sport,36454.0,1099,ducati,1098,super sport,10000,36454.0,1099,ducati ducati super sport 10000 36454.0 1099
Ducati,1098,2008 Ducati 1098,2008,4d1ca3febf2a3bc7dc6cb7e6cd559cdac423ec673402492ae53e8ff2a8d7f3e3,11500,11,Super Sport,13500.0,1099,ducati,1098,super sport,11500,13500.0,1099,ducati ducati super sport 11500 13500.0 1099
Ducati,1098 S,2008 Ducati 1098 S,2008,3f754e799d61afb23ca033e4540998ee3e6d634a9e29deec034e2e0b3fced18e,19750,5,Super Sport,22000.0,1099,ducati,1098,super sport,19750,22000.0,1099,ducati ducati super sport 19750 22000.0 1099
Ducati,1098 S,2008 Ducati 1098 S,2008,eecf5b64923da96a6e801a848e4c6f8d410112185a4229217e39a99a3c6fb8e0,12000,10,Super Sport,32333.0,1099,ducati,1098,super sport,12000,32333.0,1099,ducati ducati super sport 12000 32333.0 1099
Ducati,Streetfighter S,2009 Ducati Streetfighter S,2009,642db77ae512a03c28bd99eaf78640759c3ef5bd8c20dd05d9ec7175faa40685,16500,6,Naked,20000.0,1099,ducati,streetfight,nake,16500,20000.0,1099,ducati ducati nake 16500 20000.0 1099
Ducati,1098S Tri Colore,2007 Ducati 1098S Tri Colore,2007,3fa1c638df5a4fa9dc655d14052209787797f72cdff2f715980c960077973597,20000,5,Super Sport,12114.0,1099,ducati,1098 tri color,super sport,20000,12114.0,1099,ducati ducati super sport 20000 12114.0 1099
Ducati,Panigale V4,2018 Ducati Panigale V4,2018,66c71625e134698aa946a8292a31ce336f156cb444bf3ef8929bc6e1ecb253b0,35000,5,Super Sport,1600.0,1103,ducati,panigal v4,super sport,35000,1600.0,1103,ducati ducati super sport 35000 1600.0 1103
Ducati,Panigale V4,2018 Ducati Panigale V4,2018,659094581a8b5a03ecaadcd1c75685e941062efa6ea792e93800d9fd74a94814,34000,2,Super Sport,500.0,1103,ducati,panigal v4,super sport,34000,500.0,1103,ducati ducati super sport 34000 500.0 1103
Ducati,Panigale V4 S,2018 Ducati Panigale V4 S,2018,909a29a7b8056fd8683bc68d0d243a7023e729a429e580feed05175f2eae1c9f,0,27,Super Sport,100.0,1103,ducati,panigal v4,super sport,0,100.0,1103,ducati ducati super sport 0 100.0 1103
Ducati,Panigale V4 S,2018 Ducati Panigale V4 S,2018,85480b70540b84096d882a29745900a0c422f2ff81ca4b9ceee3e54ab70a8d68,36990,5,Super Sport,1800.0,1103,ducati,panigal v4,super sport,36990,1800.0,1103,ducati ducati super sport 36990 1800.0 1103
Ducati,Panigale V4 Speciale,2018 Ducati Panigale V4 Speciale,2018,c474aeabc9e992b584d8ac8310ecfa4a006f83f9bb629fbff78670743d95f0e9,68990,2,Super Sport,1.0,1103,ducati,panigal v4 special,super sport,68990,1.0,1103,ducati ducati super sport 68990 1.0 1103
Buell,1125R,2008 Buell 1125R,2008,849bd33797da68f4cb8faa382c1ea641457e11bf408dd2f954abb73d0a61e84c,6500,9,Naked,15360.0,1125,buell,1125r,nake,6500,15360.0,1125,buell buell nake 6500 15360.0 1125
Suzuki,GSX-R1100 (1127cc),1990 Suzuki GSX-R1100 (1127cc),1990,ceb155b768ac9a24cc9fcaebb9ac649454a24da1fe3b85a2ddb1c2d0f21aa763,19995,8,Super Sport,17500.0,1127,suzuki,gsx-r1100 ( 1127cc ),super sport,19995,17500.0,1127,suzuki suzuki super sport 19995 17500.0 1127
BMW,R 1150 GS,1999 BMW R 1150 GS,1999,219ca89fbde811fe8c4bd6719debcd12c5cb8bd36c9720e519de76e6941ecf62,7950,10,Adventure Touring,45000.0,1130,bmw,r 1150 gs,adventur tour,7950,45000.0,1130,bmw bmw adventur tour 7950 45000.0 1130
BMW,R 1150 GS,1999 BMW R 1150 GS,1999,5f9b4e77bd4a5045ce92efe86fd98938533bb8d7f7a0e0d3d7d4d799de909209,4450,15,Adventure Touring,111300.0,1130,bmw,r 1150 gs,adventur tour,4450,111300.0,1130,bmw bmw adventur tour 4450 111300.0 1130
BMW,R 1150 GS,2003 BMW R 1150 GS,2003,8a811058bed84304fdf55cbb8a91744942e63e6785f52b90b82f4b1aa551eb36,7990,18,Adventure Touring,74900.0,1130,bmw,r 1150 gs,adventur tour,7990,74900.0,1130,bmw bmw adventur tour 7990 74900.0 1130
BMW,R 1150 GS ABS,2003 BMW R 1150 GS ABS,2003,f5f74f0b4aa402b0327c63c14bca978e22db59c1f356aafe72af03ed926ffbcb,8900,15,Adventure Touring,15963.0,1130,bmw,r 1150 gs ab,adventur tour,8900,15963.0,1130,bmw bmw adventur tour 8900 15963.0 1130
Benelli,Tornado 1130 TRE,2008 Benelli Tornado 1130 TRE,2008,86e2e6805777764ce99527f290e202ba54106d1ff949eba6a84fc2db283bdf74,14500,5,Naked,10000.0,1130,benelli,tornado 1130 tre,nake,14500,10000.0,1130,benelli benelli nake 14500 10000.0 1130
BMW,R 1150 GS Adventure,2005 BMW R 1150 GS Adventure,2005,05d3259d09a115c2d3763046e8399eb1dd95edf35dd477a0fe42c4f0d62c0a40,5000,12,Adventure Touring,174283.0,1130,bmw,r 1150 gs adventur,adventur tour,5000,174283.0,1130,bmw bmw adventur tour 5000 174283.0 1130
BMW,R 1150 GS Adventure,2003 BMW R 1150 GS Adventure,2003,2fdd0ee01e9162f4cfd59027359313d344acff4faf33116183218982b458c0da,5500,9,Adventure Touring,127000.0,1130,bmw,r 1150 gs adventur,adventur tour,5500,127000.0,1130,bmw bmw adventur tour 5500 127000.0 1130
Benelli,TNT R160,2012 Benelli TNT R160,2012,095e57659c0a374bb24457841ecea17eb33622f0c571446ee5ec8811de7b4118,9888,10,Naked,15144.0,1131,benelli,tnt r160,nake,9888,15144.0,1131,benelli benelli nake 9888 15144.0 1131
Benelli,TREK AMAZONAS 1130,2013 Benelli TREK AMAZONAS 1130,2013,4bc26989eca3c83c21cb3f5af9a446d0dc135ba938b9e26e81e2e6418deed0d6,0,25,Adventure Touring,178.0,1131,benelli,trek amazona 1130,adventur tour,0,178.0,1131,benelli benelli adventur tour 0 178.0 1131
Moto Guzzi,1200 Sport 8V ABS,2013 Moto Guzzi 1200 Sport 8V ABS,2013,8779ac30880a6ee9b6c3d215c8a686ab1fe42142f4d6cea3c8e50aa17e17e835,13000,11,Naked,13000.0,1151,moto guzzi,1200 sport 8v ab,nake,13000,13000.0,1151,moto guzzi moto guzzi nake 13000 13000.0 1151
Moto Guzzi,Breva 1200,2008 Moto Guzzi Breva 1200,2008,bb12ec04ff14f74e9613d8d7e2719aeafbb38e2b494c16e5ee7f717abadd78ff,9200,15,Naked,15200.0,1161,moto guzzi,breva 1200,nake,9200,15200.0,1161,moto guzzi moto guzzi nake 9200 15200.0 1161
BMW,R 1200 R,2018 BMW R 1200 R,2018,1193e1d6ad10845697119127003c536989e83e60af05a04ae39e5346417ef460,21990,17,Naked,1466.0,1170,bmw,r 1200 r,nake,21990,1466.0,1170,bmw bmw nake 21990 1466.0 1170
BMW,R 1200 R,2015 BMW R 1200 R,2015,0d37962bb5aa6bc9b0d47c5810c507a7f51a0f64059461a8b02409dbb00f78d0,12795,8,Naked,54000.0,1170,bmw,r 1200 r,nake,12795,54000.0,1170,bmw bmw nake 12795 54000.0 1170
BMW,R 1200 R,2012 BMW R 1200 R,2012,78b3f196aaf54c72de42b695d8afde0718f57048f1cd5b3de8bc2fd49cecf8d4,8990,9,Naked,66900.0,1170,bmw,r 1200 r,nake,8990,66900.0,1170,bmw bmw nake 8990 66900.0 1170
BMW,R 1200 R,2013 BMW R 1200 R,2013,bcdaa2414da96070ead91ac060c65190407240760aeae1036c14046835c921ae,11500,8,Naked,55830.0,1170,bmw,r 1200 r,nake,11500,55830.0,1170,bmw bmw nake 11500 55830.0 1170
BMW,R 1200 R,2012 BMW R 1200 R,2012,e8e04851b920878d05466eec4047c7602e0c5c45914ba45f244e8256347bdde5,11490,20,Naked,32736.0,1170,bmw,r 1200 r,nake,11490,32736.0,1170,bmw bmw nake 11490 32736.0 1170
BMW,R 1200 R,2008 BMW R 1200 R,2008,23979ece8c91c67b7c1bad39b056453ea34e1efdac0213b82446bd9cd7499cda,6200,9,Naked,99000.0,1170,bmw,r 1200 r,nake,6200,99000.0,1170,bmw bmw nake 6200 99000.0 1170
BMW,R 1200 R,2015 BMW R 1200 R,2015,cfea2dc537d631d47ab235bf09fc54588473c0bc56419086d1f282d05d47d7de,15990,14,Naked,6804.0,1170,bmw,r 1200 r,nake,15990,6804.0,1170,bmw bmw nake 15990 6804.0 1170
BMW,R 1200 S,2006 BMW R 1200 S,2006,f0a68d3ca44d5ce1b34001097eb816aae39e9d69d07cb4a80f4c0944011ec353,9000,10,Super Sport,30268.0,1170,bmw,r 1200,super sport,9000,30268.0,1170,bmw bmw super sport 9000 30268.0 1170
BMW,R nine T,2015 BMW R nine T MY16,2015,798061b5cf5ad42958f561f6039d836855d6cb6b30de7e4a72383e979598e578,13900,8,Naked,18440.0,1170,bmw,r nine,nake,13900,18440.0,1170,bmw bmw nake 13900 18440.0 1170
BMW,R nine T,2018 BMW R nine T,2018,8b6f879a4cac586051c63f1e0c3890ad1231eafd494ec3323f470746abbaa9dd,27990,15,Naked,1001.0,1170,bmw,r nine,nake,27990,1001.0,1170,bmw bmw nake 27990 1001.0 1170
BMW,R nine T,2017 BMW R nine T,2017,dc4f7060e492bf21c525d958912602c1862741ed4f5566ab952077a381937268,19990,12,Naked,1000.0,1170,bmw,r nine,nake,19990,1000.0,1170,bmw bmw nake 19990 1000.0 1170
BMW,R nine T,2016 BMW R nine T,2016,cb55acca7b91d192165da7098a4a548183d0de755ca3644e0334210977cd6787,16990,20,Naked,20300.0,1170,bmw,r nine,nake,16990,20300.0,1170,bmw bmw nake 16990 20300.0 1170
BMW,R 1200 GSA,2007 BMW R 1200 GSA,2007,53232bbb46ee2788b7145c3d0f090507cdbc78a364b122c3a1dad750d162da67,8900,7,Adventure Touring,90655.0,1170,bmw,r 1200 gsa,adventur tour,8900,90655.0,1170,bmw bmw adventur tour 8900 90655.0 1170
BMW,R nine T Pure,2017 BMW R nine T Pure,2017,b06de2001d07c87866fb8050c4a7d560a54d6d461b0c253cf672c58e9b6989f6,14990,20,Naked,1763.0,1170,bmw,r nine pure,nake,14990,1763.0,1170,bmw bmw nake 14990 1763.0 1170
BMW,R nine T Pure,2018 BMW R nine T Pure,2018,784553fe64b3b0b0bdfeda090b05df712412d54f320dd0826dd7b132b0ba619e,15995,22,Naked,690.0,1170,bmw,r nine pure,nake,15995,690.0,1170,bmw bmw nake 15995 690.0 1170
BMW,R nine T Racer,2017 BMW R nine T Racer,2017,c03987e391c48b4e1d98b6492bfea7419c7414e4f86c45b050a97f641d56926b,15990,0,Super Sport,1702.0,1170,bmw,r nine racer,super sport,15990,1702.0,1170,bmw bmw super sport 15990 1702.0 1170
BMW,R nine T Racer,2017 BMW R nine T Racer,2017,bde0f49a2d9f679759016d364ca4f0414e36d607d5d1868ee2e364665ce537fa,19990,14,Super Sport,1098.0,1170,bmw,r nine racer,super sport,19990,1098.0,1170,bmw bmw super sport 19990 1098.0 1170
BMW,R nine T Racer,2017 BMW R nine T Racer,2017,31885b2917d0859426de15f449ba8eda47dc48494d664c1482f94d78b6fe3d6e,17990,20,Super Sport,1002.0,1170,bmw,r nine racer,super sport,17990,1002.0,1170,bmw bmw super sport 17990 1002.0 1170
BMW,R nine T Racer,2017 BMW R nine T Racer,2017,c3f8d024867a97f556a0b21564c27db9351e0317bd21c89334f8813cab98afa0,16990,22,Super Sport,49.0,1170,bmw,r nine racer,super sport,16990,49.0,1170,bmw bmw super sport 16990 49.0 1170
BMW,R nine T Racer,2017 BMW R nine T Racer,2017,8d92c99683f6cbc97f53496995cac1d926ecbbefbf2fb2ab32c2f3a4298199fa,15990,20,Super Sport,1160.0,1170,bmw,r nine racer,super sport,15990,1160.0,1170,bmw bmw super sport 15990 1160.0 1170
BMW,R 1200 GS Rallye,2018 BMW R 1200 GS Rallye,2018,be0b5b2ac21d65ff92f8e095e531652aeeb08ba297d1afb8b242fe637ff4baa7,27990,13,Adventure Touring,1001.0,1170,bmw,r 1200 gs rally,adventur tour,27990,1001.0,1170,bmw bmw adventur tour 27990 1001.0 1170
BMW,R 1200 R Classic,2012 BMW R 1200 R Classic MY13,2012,cbaa3778c9ebd442d28ababd1fca19b55fab03c11bc7bb5d2d873aa926811df9,16000,10,Naked,5323.0,1170,bmw,r 1200 r classic,nake,16000,5323.0,1170,bmw bmw nake 16000 5323.0 1170
BMW,R 1200 GS Rallye X,2017 BMW R 1200 GS Rallye X MY18,2017,beeb3b717c4a1c9ffa52f04f3275d736fdeb40c330046bc7de21d039be9d28f9,22990,28,Adventure Touring,13011.0,1170,bmw,r 1200 gs rally x,adventur tour,22990,13011.0,1170,bmw bmw adventur tour 22990 13011.0 1170
BMW,R 1200 GS Rallye X,2017 BMW R 1200 GS Rallye X,2017,5b87078adfc965b1909f8b3d0a62bf2db6b4908b3f2935e0b91d533cdbe6dd6f,23990,14,Adventure Touring,3406.0,1170,bmw,r 1200 gs rally x,adventur tour,23990,3406.0,1170,bmw bmw adventur tour 23990 3406.0 1170
BMW,R 1200 GS Rallye X,2017 BMW R 1200 GS Rallye X,2017,e6049d1a86b839aa2359b0b5b1fd2b294e8cf5263da24ddc4160fa4553f59802,23990,20,Adventure Touring,4181.0,1170,bmw,r 1200 gs rally x,adventur tour,23990,4181.0,1170,bmw bmw adventur tour 23990 4181.0 1170
BMW,R 1200 R Exclusive,2015 BMW R 1200 R Exclusive,2015,cc611654b5ef8b1494a4f5ba7a54157828416eeebff77f60fe203f6e8c4cea90,17790,5,Naked,16000.0,1170,bmw,r 1200 r exclus,nake,17790,16000.0,1170,bmw bmw nake 17790 16000.0 1170
BMW,R 1200 GS Adventure,2016 BMW R 1200 GS Adventure MY17,2016,9378d45f8adb776e562d9cb67510d58603958cc8f546ec4c672ffa5035237b21,21500,6,Adventure Touring,29000.0,1170,bmw,r 1200 gs adventur,adventur tour,21500,29000.0,1170,bmw bmw adventur tour 21500 29000.0 1170
BMW,R 1200 GS Adventure,2008 BMW R 1200 GS Adventure,2008,3b7ec7eff1bd5903cf8527dcb20ed7bc3cd8e3277bf938e7a04222eb9a966148,10990,20,Adventure Touring,71376.0,1170,bmw,r 1200 gs adventur,adventur tour,10990,71376.0,1170,bmw bmw adventur tour 10990 71376.0 1170
BMW,R 1200 GS Adventure,2012 BMW R 1200 GS Adventure,2012,b41b7f1a31401ce3cbf0e700e9b067f2cf10f73c177b0d0a8a2422a5f10f8c74,14990,18,Adventure Touring,44858.0,1170,bmw,r 1200 gs adventur,adventur tour,14990,44858.0,1170,bmw bmw adventur tour 14990 44858.0 1170
BMW,R 1200 GS Adventure,2017 BMW R 1200 GS Adventure,2017,577a84b046a2863e36991a811959ad7057fe8d50b99d43599ba41e1f12654e79,22990,19,Adventure Touring,27350.0,1170,bmw,r 1200 gs adventur,adventur tour,22990,27350.0,1170,bmw bmw adventur tour 22990 27350.0 1170
BMW,R 1200 GS Adventure,2010 BMW R 1200 GS Adventure,2010,8031ccf1fb2f888005a76022faad6c3d2ad63fb5765822e14772b992fbc0db6f,15500,5,Adventure Touring,42439.0,1170,bmw,r 1200 gs adventur,adventur tour,15500,42439.0,1170,bmw bmw adventur tour 15500 42439.0 1170
BMW,R 1200 GS Adventure,2016 BMW R 1200 GS Adventure MY17,2016,d51d55b748d0c5c45918abff16bf6048ea1728baf9f589709013f6743feacd6b,20990,22,Adventure Touring,31677.0,1170,bmw,r 1200 gs adventur,adventur tour,20990,31677.0,1170,bmw bmw adventur tour 20990 31677.0 1170
BMW,R 1200 GS Adventure,2014 BMW R 1200 GS Adventure,2014,d2bfd3532e3229f7e8fde986b2b0ceda6e14c58fa3e49da8ddbd3499d1816aab,15990,14,Adventure Touring,61949.0,1170,bmw,r 1200 gs adventur,adventur tour,15990,61949.0,1170,bmw bmw adventur tour 15990 61949.0 1170
BMW,R 1200 GS Adventure,2015 BMW R 1200 GS Adventure MY16,2015,ea8dab96dc6b72b0f7ccda4b98728266270398d09c04e756bd90d606e1218f64,16850,15,Adventure Touring,63500.0,1170,bmw,r 1200 gs adventur,adventur tour,16850,63500.0,1170,bmw bmw adventur tour 16850 63500.0 1170
BMW,R 1200 GS Adventure,2010 BMW R 1200 GS Adventure,2010,674970118d47b6fecb786effebd431ed7a29544765e16450e5b49431a3e262b5,15500,10,Adventure Touring,30130.0,1170,bmw,r 1200 gs adventur,adventur tour,15500,30130.0,1170,bmw bmw adventur tour 15500 30130.0 1170
BMW,R 1200 GS Adventure,2010 BMW R 1200 GS Adventure,2010,ba9b9c96c27245dca3b778367dac9eb5df1e17f5fd6834e669b7e3817210ca07,15490,8,Adventure Touring,6366.0,1170,bmw,r 1200 gs adventur,adventur tour,15490,6366.0,1170,bmw bmw adventur tour 15490 6366.0 1170
BMW,R 1200 GS Adventure,2018 BMW R 1200 GS Adventure,2018,157b5ffdfc6f49bf20fe6799690eb56f6dbad16e5c8847130ff8b125a791be42,32500,15,Adventure Touring,130.0,1170,bmw,r 1200 gs adventur,adventur tour,32500,130.0,1170,bmw bmw adventur tour 32500 130.0 1170
BMW,R 1200 GS Adventure,2009 BMW R 1200 GS Adventure MY10,2009,d235e34e5b585d667bfc5d949a2d48d5c945601806feb7e8024589a6721a249b,8250,5,Adventure Touring,97970.0,1170,bmw,r 1200 gs adventur,adventur tour,8250,97970.0,1170,bmw bmw adventur tour 8250 97970.0 1170
BMW,R 1200 GS Adventure,2013 BMW R 1200 GS Adventure,2013,d3ffa176e9c14c9942b46fde7f789939ba2955604c2901a4fdb35ae98edf8096,15000,6,Adventure Touring,60000.0,1170,bmw,r 1200 gs adventur,adventur tour,15000,60000.0,1170,bmw bmw adventur tour 15000 60000.0 1170
